id,branch,train_mask,test_mask
16011,CSE,True,False
16012,EEE,True,False
16013,,False,True
16014,,False,True
16015,ECE,True,False
16016,EEE,True,False
16017,EEE,True,False
16018,EEE,True,False
16019,EEE,True,False
16020,EEE,True,False
16021,EEE,True,False
16022,ECE,True,False
16023,,False,True
16024,ECE,True,False
16025,EEE,True,False
16026,ECE,True,False
16027,,False,True
16028,ECE,True,False
16029,,False,True
16030,EEE,True,False
16031,EEE,True,False
16032,EEE,True,False
16033,EEE,True,False
16034,CSE,True,False
16035,CSE,True,False
16036,ECE,True,False
16037,EEE,True,False
16038,CSE,True,False
16039,CSE,True,False
16040,CSE,True,False
16041,ECE,True,False
16042,EEE,True,False
16043,CSE,True,False
16044,EEE,True,False
16045,CSE,True,False
16046,EEE,True,False
16047,EEE,True,False
16048,ECE,True,False
16049,ECE,True,False
16050,,False,True
16051,ECE,True,False
16052,,False,True
16053,ECE,True,False
16054,ECE,True,False
16055,CSE,True,False
16056,,False,True
16057,,False,True
16058,ECE,True,False
16059,EEE,True,False
16060,EEE,True,False
16061,EEE,True,False
16062,ECE,True,False
16063,EEE,True,False
16064,EEE,True,False
16065,ECE,True,False
16066,ECE,True,False
16067,,False,True
16068,ECE,True,False
16069,EEE,True,False
16070,ECE,True,False
16071,ECE,True,False
16072,ECE,True,False
16073,EEE,True,False
16074,,False,True
16075,ECE,True,False
16076,EEE,True,False
16077,EEE,True,False
16078,ECE,True,False
16079,CSE,True,False
16080,EEE,True,False
16081,CSE,True,False
16082,ECE,True,False
16083,EEE,True,False
16084,EEE,True,False
16085,,False,True
16086,EEE,True,False
16087,EEE,True,False
16088,,False,True
16089,EEE,True,False
16090,EEE,True,False
16091,EEE,True,False
16092,CSE,True,False
16093,CSE,True,False
16094,CSE,True,False
16095,CSE,True,False
16096,EEE,True,False
16097,EEE,True,False
16098,ECE,True,False
16099,ECE,True,False
16100,ECE,True,False
16101,ECE,True,False
16102,CSE,True,False
16103,ECE,True,False
16104,CSE,True,False
16105,,False,True
16106,CSE,True,False
16107,EEE,True,False
16108,,False,True
16109,CSE,True,False
16110,EEE,True,False
16111,CSE,True,False
16112,EEE,True,False
16113,CSE,True,False
16114,CSE,True,False
16115,EEE,True,False
16116,EEE,True,False
16117,EEE,True,False
16118,ECE,True,False
16119,ECE,True,False
16120,CSE,True,False
16121,ECE,True,False
16122,ECE,True,False
16123,ECE,True,False
16124,EEE,True,False
16125,CSE,True,False
16126,EEE,True,False
16127,EEE,True,False
16128,,False,True
16129,EEE,True,False
16130,,False,True
16131,,False,True
16132,ECE,True,False
16133,CSE,True,False
16134,EEE,True,False
16135,ECE,True,False
16136,CSE,True,False
16137,ECE,True,False
16138,EEE,True,False
16139,EEE,True,False
16140,EEE,True,False
16141,CSE,True,False
16142,,False,True
16143,ECE,True,False
16144,EEE,True,False
16145,EEE,True,False
16146,,False,True
16147,ECE,True,False
16148,,False,True
16149,CSE,True,False
16150,CSE,True,False
16151,EEE,True,False
16152,CSE,True,False
16153,,False,True
16154,EEE,True,False
16155,,False,True
16156,ECE,True,False
16157,ECE,True,False
16158,,False,True
16159,CSE,True,False
16160,ECE,True,False
16161,EEE,True,False
16162,CSE,True,False
16163,EEE,True,False
16164,ECE,True,False
16165,,False,True
16166,ECE,True,False
16167,CSE,True,False
16168,ECE,True,False
16169,ECE,True,False
16170,CSE,True,False
16171,ECE,True,False
16172,ECE,True,False
16173,CSE,True,False
16174,,False,True
16175,CSE,True,False
16176,ECE,True,False
16177,EEE,True,False
16178,ECE,True,False
16179,ECE,True,False
16180,,False,True
16181,EEE,True,False
16182,ECE,True,False
16183,EEE,True,False
16184,EEE,True,False
16185,,False,True
16186,ECE,True,False
16187,EEE,True,False
16188,EEE,True,False
16189,EEE,True,False
16190,CSE,True,False
16191,EEE,True,False
16192,CSE,True,False
16193,CSE,True,False
16194,EEE,True,False
16195,EEE,True,False
16196,CSE,True,False
16197,CSE,True,False
16198,CSE,True,False
16199,ECE,True,False
16200,ECE,True,False
16201,ECE,True,False
16202,EEE,True,False
16203,CSE,True,False
16204,EEE,True,False
16205,ECE,True,False
16206,,False,True
16207,EEE,True,False
16208,CSE,True,False
16209,ECE,True,False
16210,ECE,True,False
16211,ECE,True,False
16212,ECE,True,False
16213,ECE,True,False
16214,,False,True
16215,EEE,True,False
16216,ECE,True,False
16217,ECE,True,False
16218,EEE,True,False
16219,,False,True
16220,ECE,True,False
16221,ECE,True,False
16222,CSE,True,False
16223,CSE,True,False
16224,CSE,True,False
16225,CSE,True,False
16226,CSE,True,False
16227,CSE,True,False
16228,ECE,True,False
16229,,False,True
16230,EEE,True,False
16231,CSE,True,False
16232,EEE,True,False
16233,CSE,True,False
16234,EEE,True,False
16235,CSE,True,False
16236,CSE,True,False
16237,EEE,True,False
16238,ECE,True,False
16239,,False,True
16240,EEE,True,False
16241,,False,True
16242,CSE,True,False
16243,EEE,True,False
16244,CSE,True,False
16245,CSE,True,False
16246,EEE,True,False
16247,EEE,True,False
16248,ECE,True,False
16249,,False,True
16250,CSE,True,False
16251,,False,True
16252,,False,True
16253,CSE,True,False
16254,,False,True
16255,EEE,True,False
16256,EEE,True,False
16257,,False,True
16258,,False,True
16259,,False,True
16260,EEE,True,False
16261,CSE,True,False
16262,CSE,True,False
16263,CSE,True,False
16264,ECE,True,False
16265,CSE,True,False
16266,EEE,True,False
16267,EEE,True,False
16268,EEE,True,False
16269,ECE,True,False
16270,,False,True
16271,CSE,True,False
16272,ECE,True,False
16273,,False,True
16274,EEE,True,False
16275,EEE,True,False
16276,ECE,True,False
16277,,False,True
16278,EEE,True,False
16279,CSE,True,False
16280,CSE,True,False
16281,CSE,True,False
16282,EEE,True,False
16283,CSE,True,False
16284,EEE,True,False
16285,CSE,True,False
16286,,False,True
16287,EEE,True,False
16288,,False,True
16289,,False,True
16290,,False,True
16291,EEE,True,False
16292,ECE,True,False
16293,EEE,True,False
16294,,False,True
16295,ECE,True,False
16296,,False,True
16297,EEE,True,False
16298,,False,True
16299,CSE,True,False
16300,EEE,True,False
16301,EEE,True,False
16302,CSE,True,False
16303,,False,True
16304,,False,True
16305,EEE,True,False
16306,CSE,True,False
16307,ECE,True,False
16308,EEE,True,False
16309,ECE,True,False
16310,EEE,True,False
16311,ECE,True,False
16312,ECE,True,False
16313,ECE,True,False
16314,ECE,True,False
16315,EEE,True,False
16316,,False,True
16317,,False,True
16318,,False,True
16319,ECE,True,False
16320,EEE,True,False
16321,EEE,True,False
16322,ECE,True,False
16323,CSE,True,False
16324,CSE,True,False
16325,,False,True
16326,EEE,True,False
16327,CSE,True,False
16328,EEE,True,False
16329,ECE,True,False
16330,,False,True
16331,EEE,True,False
16332,CSE,True,False
16333,,False,True
16334,,False,True
16335,EEE,True,False
16336,EEE,True,False
16337,CSE,True,False
16338,CSE,True,False
16339,,False,True
16340,ECE,True,False
16341,CSE,True,False
16342,ECE,True,False
16343,ECE,True,False
16344,ECE,True,False
16345,ECE,True,False
16346,EEE,True,False
16347,ECE,True,False
16348,,False,True
16349,CSE,True,False
16350,CSE,True,False
16351,ECE,True,False
16352,,False,True
16353,ECE,True,False
16354,EEE,True,False
16355,ECE,True,False
16356,CSE,True,False
16357,,False,True
16358,ECE,True,False
16359,CSE,True,False
16360,EEE,True,False
16361,,False,True
16362,,False,True
16363,CSE,True,False
16364,EEE,True,False
16365,EEE,True,False
16366,EEE,True,False
16367,ECE,True,False
16368,EEE,True,False
16369,EEE,True,False
16370,EEE,True,False
16371,EEE,True,False
16372,ECE,True,False
16373,ECE,True,False
16374,EEE,True,False
16375,EEE,True,False
16376,EEE,True,False
16377,EEE,True,False
16378,ECE,True,False
16379,EEE,True,False
16380,ECE,True,False
16381,ECE,True,False
16382,CSE,True,False
16383,EEE,True,False
16384,ECE,True,False
16385,ECE,True,False
16386,,False,True
16387,EEE,True,False
16388,EEE,True,False
16389,ECE,True,False
16390,ECE,True,False
16391,,False,True
16392,EEE,True,False
16393,EEE,True,False
16394,EEE,True,False
16395,EEE,True,False
16396,CSE,True,False
16397,EEE,True,False
16398,,False,True
16399,EEE,True,False
16400,CSE,True,False
16401,ECE,True,False
16402,,False,True
16403,CSE,True,False
16404,ECE,True,False
16405,EEE,True,False
16406,EEE,True,False
16407,CSE,True,False
16408,ECE,True,False
16409,,False,True
16410,,False,True
16411,ECE,True,False
16412,ECE,True,False
16413,CSE,True,False
16414,EEE,True,False
16415,ECE,True,False
16416,ECE,True,False
16417,EEE,True,False
16418,EEE,True,False
16419,ECE,True,False
16420,CSE,True,False
16421,,False,True
16422,ECE,True,False
16423,CSE,True,False
16424,ECE,True,False
16425,ECE,True,False
16426,ECE,True,False
16427,EEE,True,False
16428,EEE,True,False
16429,EEE,True,False
16430,CSE,True,False
16431,ECE,True,False
16432,,False,True
16433,EEE,True,False
16434,CSE,True,False
16435,EEE,True,False
16436,,False,True
16437,CSE,True,False
16438,ECE,True,False
16439,EEE,True,False
16440,,False,True
16441,,False,True
16442,EEE,True,False
16443,EEE,True,False
16444,CSE,True,False
16445,,False,True
16446,EEE,True,False
16447,ECE,True,False
16448,ECE,True,False
16449,ECE,True,False
16450,,False,True
16451,ECE,True,False
16452,CSE,True,False
16453,EEE,True,False
16454,CSE,True,False
16455,EEE,True,False
16456,ECE,True,False
16457,ECE,True,False
16458,EEE,True,False
16459,ECE,True,False
16460,,False,True
16461,,False,True
16462,ECE,True,False
16463,ECE,True,False
16464,ECE,True,False
16465,ECE,True,False
16466,,False,True
16467,EEE,True,False
16468,ECE,True,False
16469,ECE,True,False
16470,ECE,True,False
16471,ECE,True,False
16472,CSE,True,False
16473,EEE,True,False
16474,CSE,True,False
16475,ECE,True,False
16476,EEE,True,False
16477,CSE,True,False
16478,ECE,True,False
16479,EEE,True,False
16480,EEE,True,False
16481,ECE,True,False
16482,EEE,True,False
16483,EEE,True,False
16484,CSE,True,False
16485,ECE,True,False
16486,EEE,True,False
16487,ECE,True,False
16488,EEE,True,False
16489,CSE,True,False
16490,CSE,True,False
16491,ECE,True,False
16492,CSE,True,False
16493,CSE,True,False
16494,ECE,True,False
16495,EEE,True,False
16496,EEE,True,False
16497,ECE,True,False
16498,EEE,True,False
16499,,False,True
16500,ECE,True,False
16501,ECE,True,False
16502,EEE,True,False
16503,EEE,True,False
16504,,False,True
16505,ECE,True,False
16506,ECE,True,False
16507,ECE,True,False
16508,ECE,True,False
16509,,False,True
16510,EEE,True,False
16511,EEE,True,False
16512,CSE,True,False
16513,,False,True
16514,ECE,True,False
16515,CSE,True,False
16516,EEE,True,False
16517,ECE,True,False
16518,EEE,True,False
16519,ECE,True,False
16520,,False,True
16521,CSE,True,False
16522,CSE,True,False
16523,ECE,True,False
16524,EEE,True,False
16525,CSE,True,False
16526,EEE,True,False
16527,,False,True
16528,EEE,True,False
16529,,False,True
16530,EEE,True,False
16531,EEE,True,False
16532,ECE,True,False
16533,CSE,True,False
16534,EEE,True,False
16535,ECE,True,False
16536,EEE,True,False
16537,ECE,True,False
16538,CSE,True,False
16539,,False,True
16540,ECE,True,False
16541,EEE,True,False
16542,,False,True
16543,ECE,True,False
16544,ECE,True,False
16545,,False,True
16546,ECE,True,False
16547,ECE,True,False
16548,CSE,True,False
16549,EEE,True,False
16550,ECE,True,False
16551,EEE,True,False
16552,ECE,True,False
16553,ECE,True,False
16554,ECE,True,False
16555,EEE,True,False
16556,,False,True
16557,,False,True
16558,ECE,True,False
16559,ECE,True,False
16560,CSE,True,False
16561,,False,True
16562,EEE,True,False
16563,ECE,True,False
16564,ECE,True,False
16565,ECE,True,False
16566,CSE,True,False
16567,ECE,True,False
16568,ECE,True,False
16569,CSE,True,False
16570,EEE,True,False
16571,,False,True
16572,ECE,True,False
16573,EEE,True,False
16574,EEE,True,False
16575,EEE,True,False
16576,ECE,True,False
16577,EEE,True,False
16578,CSE,True,False
16579,,False,True
16580,CSE,True,False
16581,CSE,True,False
16582,,False,True
16583,ECE,True,False
16584,EEE,True,False
16585,EEE,True,False
16586,,False,True
16587,CSE,True,False
16588,,False,True
16589,CSE,True,False
16590,EEE,True,False
16591,,False,True
16592,,False,True
16593,,False,True
16594,ECE,True,False
16595,ECE,True,False
16596,EEE,True,False
16597,ECE,True,False
16598,EEE,True,False
16599,EEE,True,False
16600,ECE,True,False
16601,ECE,True,False
16602,EEE,True,False
16603,ECE,True,False
16604,EEE,True,False
16605,,False,True
16606,EEE,True,False
16607,,False,True
16608,ECE,True,False
16609,EEE,True,False
16610,EEE,True,False
16611,EEE,True,False
16612,ECE,True,False
16613,ECE,True,False
16614,ECE,True,False
16615,EEE,True,False
16616,EEE,True,False
16617,,False,True
16618,EEE,True,False
16619,EEE,True,False
16620,ECE,True,False
16621,ECE,True,False
16622,ECE,True,False
16623,ECE,True,False
16624,CSE,True,False
16625,EEE,True,False
16626,ECE,True,False
16627,EEE,True,False
16628,ECE,True,False
16629,ECE,True,False
16630,EEE,True,False
16631,EEE,True,False
16632,EEE,True,False
16633,CSE,True,False
16634,CSE,True,False
16635,EEE,True,False
16636,EEE,True,False
16637,,False,True
16638,,False,True
16639,EEE,True,False
16640,,False,True
16641,EEE,True,False
16642,EEE,True,False
16643,EEE,True,False
16644,ECE,True,False
16645,,False,True
16646,CSE,True,False
16647,ECE,True,False
16648,ECE,True,False
16649,,False,True
16650,EEE,True,False
16651,EEE,True,False
16652,,False,True
16653,EEE,True,False
16654,CSE,True,False
16655,EEE,True,False
16656,CSE,True,False
16657,ECE,True,False
16658,CSE,True,False
16659,ECE,True,False
16660,,False,True
16661,EEE,True,False
16662,EEE,True,False
16663,EEE,True,False
16664,ECE,True,False
16665,CSE,True,False
16666,ECE,True,False
16667,CSE,True,False
16668,EEE,True,False
16669,EEE,True,False
16670,ECE,True,False
16671,,False,True
16672,ECE,True,False
16673,ECE,True,False
16674,EEE,True,False
16675,,False,True
16676,,False,True
16677,ECE,True,False
16678,CSE,True,False
16679,EEE,True,False
16680,CSE,True,False
16681,EEE,True,False
16682,,False,True
16683,,False,True
16684,,False,True
16685,,False,True
16686,ECE,True,False
16687,ECE,True,False
16688,EEE,True,False
16689,EEE,True,False
16690,,False,True
16691,ECE,True,False
16692,ECE,True,False
16693,ECE,True,False
16694,CSE,True,False
16695,,False,True
16696,EEE,True,False
16697,ECE,True,False
16698,EEE,True,False
16699,ECE,True,False
16700,EEE,True,False
16701,CSE,True,False
16702,,False,True
16703,ECE,True,False
16704,EEE,True,False
16705,ECE,True,False
16706,ECE,True,False
16707,EEE,True,False
16708,ECE,True,False
16709,ECE,True,False
16710,ECE,True,False
16711,EEE,True,False
16712,ECE,True,False
16713,,False,True
16714,EEE,True,False
16715,CSE,True,False
16716,ECE,True,False
16717,,False,True
16718,EEE,True,False
16719,EEE,True,False
16720,EEE,True,False
16721,ECE,True,False
16722,CSE,True,False
16723,ECE,True,False
16724,CSE,True,False
16725,ECE,True,False
16726,ECE,True,False
16727,,False,True
16728,ECE,True,False
16729,EEE,True,False
16730,ECE,True,False
16731,ECE,True,False
16732,ECE,True,False
16733,ECE,True,False
16734,ECE,True,False
16735,,False,True
16736,EEE,True,False
16737,EEE,True,False
16738,EEE,True,False
16739,ECE,True,False
16740,,False,True
16741,,False,True
16742,ECE,True,False
16743,ECE,True,False
16744,EEE,True,False
16745,ECE,True,False
16746,,False,True
16747,EEE,True,False
16748,,False,True
16749,ECE,True,False
16750,EEE,True,False
16751,CSE,True,False
16752,EEE,True,False
16753,,False,True
16754,EEE,True,False
16755,,False,True
16756,EEE,True,False
16757,,False,True
16758,CSE,True,False
16759,CSE,True,False
16760,ECE,True,False
16761,CSE,True,False
16762,EEE,True,False
16763,CSE,True,False
16764,EEE,True,False
16765,CSE,True,False
16766,CSE,True,False
16767,EEE,True,False
16768,CSE,True,False
16769,ECE,True,False
16770,ECE,True,False
16771,CSE,True,False
16772,ECE,True,False
16773,EEE,True,False
16774,EEE,True,False
16775,CSE,True,False
16776,CSE,True,False
16777,CSE,True,False
16778,,False,True
16779,EEE,True,False
16780,ECE,True,False
16781,CSE,True,False
16782,EEE,True,False
16783,EEE,True,False
16784,EEE,True,False
16785,ECE,True,False
16786,,False,True
16787,EEE,True,False
16788,ECE,True,False
16789,EEE,True,False
16790,,False,True
16791,EEE,True,False
16792,EEE,True,False
16793,EEE,True,False
16794,ECE,True,False
16795,EEE,True,False
16796,,False,True
16797,ECE,True,False
16798,,False,True
16799,,False,True
16800,EEE,True,False
16801,CSE,True,False
16802,,False,True
16803,ECE,True,False
16804,ECE,True,False
16805,ECE,True,False
16806,ECE,True,False
16807,CSE,True,False
16808,EEE,True,False
16809,CSE,True,False
16810,,False,True
16811,ECE,True,False
16812,CSE,True,False
16813,ECE,True,False
16814,EEE,True,False
16815,CSE,True,False
16816,ECE,True,False
16817,ECE,True,False
16818,CSE,True,False
16819,EEE,True,False
16820,CSE,True,False
16821,EEE,True,False
16822,,False,True
16823,CSE,True,False
16824,EEE,True,False
16825,ECE,True,False
16826,EEE,True,False
16827,EEE,True,False
16828,,False,True
16829,EEE,True,False
16830,EEE,True,False
16831,ECE,True,False
16832,,False,True
16833,ECE,True,False
16834,ECE,True,False
16835,EEE,True,False
16836,CSE,True,False
16837,ECE,True,False
16838,CSE,True,False
16839,ECE,True,False
16840,,False,True
16841,ECE,True,False
16842,EEE,True,False
16843,EEE,True,False
16844,EEE,True,False
16845,EEE,True,False
16846,,False,True
16847,CSE,True,False
16848,ECE,True,False
16849,CSE,True,False
16850,ECE,True,False
16851,CSE,True,False
16852,CSE,True,False
16853,EEE,True,False
16854,CSE,True,False
16855,ECE,True,False
16856,EEE,True,False
16857,EEE,True,False
16858,,False,True
16859,,False,True
16860,EEE,True,False
16861,EEE,True,False
16862,CSE,True,False
16863,ECE,True,False
16864,CSE,True,False
16865,CSE,True,False
16866,ECE,True,False
16867,,False,True
16868,ECE,True,False
16869,ECE,True,False
16870,CSE,True,False
16871,,False,True
16872,CSE,True,False
16873,ECE,True,False
16874,CSE,True,False
16875,EEE,True,False
16876,ECE,True,False
16877,EEE,True,False
16878,CSE,True,False
16879,CSE,True,False
16880,CSE,True,False
16881,ECE,True,False
16882,,False,True
16883,EEE,True,False
16884,EEE,True,False
16885,CSE,True,False
16886,ECE,True,False
16887,ECE,True,False
16888,CSE,True,False
16889,EEE,True,False
16890,EEE,True,False
16891,ECE,True,False
16892,CSE,True,False
16893,ECE,True,False
16894,,False,True
16895,CSE,True,False
16896,CSE,True,False
16897,,False,True
16898,ECE,True,False
16899,ECE,True,False
16900,,False,True
16901,EEE,True,False
16902,EEE,True,False
16903,CSE,True,False
16904,,False,True
16905,ECE,True,False
16906,ECE,True,False
16907,ECE,True,False
16908,ECE,True,False
16909,ECE,True,False
16910,CSE,True,False
16911,ECE,True,False
16912,,False,True
16913,ECE,True,False
16914,,False,True
16915,EEE,True,False
16916,CSE,True,False
16917,ECE,True,False
16918,CSE,True,False
16919,EEE,True,False
16920,ECE,True,False
16921,CSE,True,False
16922,CSE,True,False
16923,,False,True
16924,EEE,True,False
16925,,False,True
16926,EEE,True,False
16927,EEE,True,False
16928,,False,True
16929,,False,True
16930,CSE,True,False
16931,ECE,True,False
16932,ECE,True,False
16933,,False,True
16934,CSE,True,False
16935,EEE,True,False
16936,ECE,True,False
16937,EEE,True,False
16938,EEE,True,False
16939,ECE,True,False
16940,CSE,True,False
16941,EEE,True,False
16942,,False,True
16943,,False,True
16944,,False,True
16945,ECE,True,False
16946,EEE,True,False
16947,ECE,True,False
16948,CSE,True,False
16949,EEE,True,False
16950,ECE,True,False
16951,EEE,True,False
16952,ECE,True,False
16953,EEE,True,False
16954,,False,True
16955,EEE,True,False
16956,CSE,True,False
16957,ECE,True,False
16958,ECE,True,False
16959,ECE,True,False
16960,,False,True
16961,ECE,True,False
16962,EEE,True,False
16963,ECE,True,False
16964,ECE,True,False
16965,ECE,True,False
16966,EEE,True,False
16967,EEE,True,False
16968,ECE,True,False
16969,EEE,True,False
16970,EEE,True,False
16971,ECE,True,False
16972,EEE,True,False
16973,EEE,True,False
16974,EEE,True,False
16975,ECE,True,False
16976,ECE,True,False
16977,CSE,True,False
16978,EEE,True,False
16979,ECE,True,False
16980,EEE,True,False
16981,CSE,True,False
16982,EEE,True,False
16983,,False,True
16984,CSE,True,False
16985,,False,True
16986,EEE,True,False
16987,,False,True
16988,,False,True
16989,,False,True
16990,EEE,True,False
16991,EEE,True,False
16992,ECE,True,False
16993,EEE,True,False
16994,ECE,True,False
16995,EEE,True,False
16996,,False,True
16997,EEE,True,False
16998,CSE,True,False
16999,ECE,True,False
17000,ECE,True,False
17001,EEE,True,False
17002,ECE,True,False
17003,EEE,True,False
17004,,False,True
17005,ECE,True,False
17006,ECE,True,False
17007,EEE,True,False
17008,,False,True
17009,ECE,True,False
17010,EEE,True,False
17011,,False,True
17012,ECE,True,False
17013,CSE,True,False
17014,ECE,True,False
17015,ECE,True,False
17016,CSE,True,False
17017,ECE,True,False
17018,,False,True
17019,,False,True
17020,CSE,True,False
17021,,False,True
17022,,False,True
17023,ECE,True,False
17024,CSE,True,False
17025,ECE,True,False
17026,,False,True
17027,CSE,True,False
17028,EEE,True,False
17029,ECE,True,False
17030,,False,True
17031,EEE,True,False
17032,CSE,True,False
17033,,False,True
17034,,False,True
17035,EEE,True,False
17036,ECE,True,False
17037,CSE,True,False
17038,CSE,True,False
17039,ECE,True,False
17040,ECE,True,False
17041,CSE,True,False
17042,ECE,True,False
17043,EEE,True,False
17044,,False,True
17045,,False,True
17046,ECE,True,False
17047,,False,True
17048,EEE,True,False
17049,EEE,True,False
17050,ECE,True,False
17051,EEE,True,False
17052,,False,True
17053,EEE,True,False
17054,ECE,True,False
17055,,False,True
17056,EEE,True,False
17057,EEE,True,False
17058,,False,True
17059,ECE,True,False
17060,ECE,True,False
17061,EEE,True,False
17062,,False,True
17063,CSE,True,False
17064,EEE,True,False
17065,ECE,True,False
17066,ECE,True,False
17067,EEE,True,False
17068,CSE,True,False
17069,,False,True
17070,EEE,True,False
17071,EEE,True,False
17072,,False,True
17073,,False,True
17074,ECE,True,False
17075,EEE,True,False
17076,CSE,True,False
17077,,False,True
17078,EEE,True,False
17079,EEE,True,False
17080,EEE,True,False
17081,CSE,True,False
17082,ECE,True,False
17083,CSE,True,False
17084,ECE,True,False
17085,,False,True
17086,,False,True
17087,,False,True
17088,CSE,True,False
17089,ECE,True,False
17090,CSE,True,False
17091,,False,True
17092,CSE,True,False
17093,,False,True
17094,EEE,True,False
17095,CSE,True,False
17096,,False,True
17097,CSE,True,False
17098,EEE,True,False
17099,EEE,True,False
17100,EEE,True,False
17101,ECE,True,False
17102,ECE,True,False
17103,EEE,True,False
17104,EEE,True,False
17105,ECE,True,False
17106,,False,True
17107,EEE,True,False
17108,EEE,True,False
17109,CSE,True,False
17110,EEE,True,False
17111,EEE,True,False
17112,EEE,True,False
17113,EEE,True,False
17114,CSE,True,False
17115,,False,True
17116,,False,True
17117,EEE,True,False
17118,,False,True
17119,ECE,True,False
17120,,False,True
17121,EEE,True,False
17122,EEE,True,False
17123,,False,True
17124,EEE,True,False
17125,EEE,True,False
17126,,False,True
17127,ECE,True,False
17128,EEE,True,False
17129,ECE,True,False
17130,,False,True
17131,EEE,True,False
17132,,False,True
17133,EEE,True,False
17134,EEE,True,False
17135,CSE,True,False
17136,EEE,True,False
17137,EEE,True,False
17138,CSE,True,False
17139,ECE,True,False
17140,ECE,True,False
17141,CSE,True,False
17142,EEE,True,False
17143,EEE,True,False
17144,ECE,True,False
17145,ECE,True,False
17146,,False,True
17147,EEE,True,False
17148,EEE,True,False
17149,ECE,True,False
17150,ECE,True,False
17151,ECE,True,False
17152,ECE,True,False
17153,ECE,True,False
17154,CSE,True,False
17155,ECE,True,False
17156,,False,True
17157,ECE,True,False
17158,EEE,True,False
17159,,False,True
17160,CSE,True,False
17161,ECE,True,False
17162,EEE,True,False
17163,,False,True
17164,ECE,True,False
17165,,False,True
17166,ECE,True,False
17167,ECE,True,False
17168,EEE,True,False
17169,CSE,True,False
17170,,False,True
17171,EEE,True,False
17172,ECE,True,False
17173,EEE,True,False
17174,ECE,True,False
17175,,False,True
17176,ECE,True,False
17177,EEE,True,False
17178,,False,True
17179,CSE,True,False
17180,CSE,True,False
17181,EEE,True,False
17182,EEE,True,False
17183,,False,True
17184,CSE,True,False
17185,,False,True
17186,ECE,True,False
17187,,False,True
17188,EEE,True,False
17189,CSE,True,False
17190,ECE,True,False
17191,EEE,True,False
17192,ECE,True,False
17193,CSE,True,False
17194,EEE,True,False
17195,EEE,True,False
17196,ECE,True,False
17197,ECE,True,False
17198,EEE,True,False
17199,CSE,True,False
17200,ECE,True,False
17201,CSE,True,False
17202,ECE,True,False
17203,CSE,True,False
17204,EEE,True,False
17205,EEE,True,False
17206,EEE,True,False
17207,CSE,True,False
17208,EEE,True,False
17209,EEE,True,False
17210,,False,True
17211,EEE,True,False
17212,ECE,True,False
17213,EEE,True,False
17214,EEE,True,False
17215,EEE,True,False
17216,CSE,True,False
17217,EEE,True,False
17218,,False,True
17219,,False,True
17220,EEE,True,False
17221,CSE,True,False
17222,EEE,True,False
17223,EEE,True,False
17224,,False,True
17225,,False,True
17226,EEE,True,False
17227,,False,True
17228,ECE,True,False
17229,ECE,True,False
17230,ECE,True,False
17231,ECE,True,False
17232,,False,True
17233,ECE,True,False
17234,ECE,True,False
17235,EEE,True,False
17236,EEE,True,False
17237,CSE,True,False
17238,ECE,True,False
17239,ECE,True,False
17240,ECE,True,False
17241,CSE,True,False
17242,EEE,True,False
17243,ECE,True,False
17244,ECE,True,False
17245,EEE,True,False
17246,ECE,True,False
17247,ECE,True,False
17248,EEE,True,False
17249,,False,True
17250,EEE,True,False
17251,CSE,True,False
17252,,False,True
17253,EEE,True,False
17254,ECE,True,False
17255,EEE,True,False
17256,,False,True
17257,ECE,True,False
17258,CSE,True,False
17259,EEE,True,False
17260,,False,True
17261,ECE,True,False
17262,ECE,True,False
17263,EEE,True,False
17264,EEE,True,False
17265,,False,True
17266,CSE,True,False
17267,EEE,True,False
17268,,False,True
17269,EEE,True,False
17270,CSE,True,False
17271,ECE,True,False
17272,,False,True
17273,CSE,True,False
17274,ECE,True,False
17275,,False,True
17276,CSE,True,False
17277,,False,True
17278,EEE,True,False
17279,EEE,True,False
17280,EEE,True,False
17281,ECE,True,False
17282,ECE,True,False
17283,ECE,True,False
17284,EEE,True,False
17285,ECE,True,False
17286,,False,True
17287,CSE,True,False
17288,EEE,True,False
17289,CSE,True,False
17290,,False,True
17291,CSE,True,False
17292,,False,True
17293,,False,True
17294,CSE,True,False
17295,ECE,True,False
17296,ECE,True,False
17297,CSE,True,False
17298,ECE,True,False
17299,EEE,True,False
17300,EEE,True,False
17301,EEE,True,False
17302,,False,True
17303,,False,True
17304,,False,True
17305,EEE,True,False
17306,EEE,True,False
17307,ECE,True,False
17308,,False,True
17309,EEE,True,False
17310,CSE,True,False
17311,ECE,True,False
17312,,False,True
17313,,False,True
17314,ECE,True,False
17315,,False,True
17316,EEE,True,False
17317,EEE,True,False
17318,ECE,True,False
17319,EEE,True,False
17320,ECE,True,False
17321,CSE,True,False
17322,EEE,True,False
17323,ECE,True,False
17324,EEE,True,False
17325,CSE,True,False
17326,,False,True
17327,EEE,True,False
17328,ECE,True,False
17329,ECE,True,False
17330,EEE,True,False
17331,EEE,True,False
17332,EEE,True,False
17333,EEE,True,False
17334,CSE,True,False
17335,,False,True
17336,,False,True
17337,EEE,True,False
17338,,False,True
17339,ECE,True,False
17340,,False,True
17341,,False,True
17342,,False,True
17343,ECE,True,False
17344,EEE,True,False
17345,ECE,True,False
17346,ECE,True,False
17347,ECE,True,False
17348,EEE,True,False
17349,,False,True
17350,,False,True
17351,EEE,True,False
